REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Revenue Grid,gender,region,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance
6110,Zero,Unknown,Unknown,Unknown,Unknown,Unclassified,Unknown,No,No,0,Yorkshire,WF12 7QE,WF12,4.01,71.88,7.49,5.98,0,55.9,0,93.38,0,0,0,2,Female,Unknown,17.87,24.88,25.88,61.38
6111,2,41-45,Partner,Professional,Manual Worker,Own Home,"<15,000, >=12,500",No,Yes,1984,Granada,LL17 0SE,LL17,190.94,29.99,9.99,118.44,53.89,53.47,156.36,133.89,0,0,36.96,2,Female,Wales,80.65,63.45,86.01,193.74
6112,Zero,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1993,Yorkshire,WF3 1SX,WF3,0,46.46,0,63.44,0,0,0,0,24.48,0,0,2,Female,Unknown,21.98,4.08,14.65,-57.58
6113,Zero,45-50,Widowed,Retired,Unknown,Own Home,"<15,000, >=12,500",No,No,1993,Ulster,BT19 7ZX,BT19,0,0,0,58.47,0,0,0,28.46,0,0,0,2,Female,Northern Ireland,11.69,4.74,14.49,-7.71
6114,Zero,41-45,Single/Never Married,Business Manager,Business Manager,Own Home,">=35,000",No,No,1998,Yorkshire,HD6 3UT,HD6,19.49,72.96,19.99,208.42,27.75,80.9,20.44,122.08,40.03,0,9.99,1,Female,Unknown,69.72,45.57,83.27,130.38
6115,Zero,45-50,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1988,Central,WV8 2JA,WV8,335.42,185.95,0,93.95,21.98,159.94,90.91,179.4,5.49,15.99,17.48,1,Female,West Midlands,127.46,78.2,91.95,293.19
6116,Zero,55-60,Divorced/Separated,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1997,TV South West,TR1 1BB,TR1,0,0,0,0,0,0,0,0,16.94,0,0,2,Female,South West,0,2.82,2.82,23.38
6117,2,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1990,Central,NN13 5JS,NN13,0,40.47,24.98,55.97,19.99,37.97,0,0,0,0,0,2,Female,East Midlands,28.28,6.33,18.99,36.84
6119,1,45-50,Partner,Unknown,Retired,Own Home,">=35,000",Yes,No,1995,Granada,M33 5SZ,M33,0,0,0,0,0,0,0,0,0,0,0,2,Female,North West,0,0,0,-5.58
6120,Zero,22-25,Partner,Business Manager,Business Manager,Own Home,"<30,000, >=27,500",No,No,1994,Scottish TV,FK10 3HB,FK10,6.97,0,9.98,0,5.98,0,0,0,0,0,0,2,Female,Scotland,4.59,0,1,-0.62
6123,Zero,51-55,Partner,Professional,Secretarial/Admin,Own Home,"<20,000, >=17,500",No,No,1966,HTV,SA3 3LD,SA3,0,0,0,82.96,10.97,0,0,0,0,0,0,2,Female,Wales,18.79,0,15.66,45.15
6124,Zero,55-60,Single/Never Married,Retired,Unknown,Own Home,"<15,000, >=12,500",No,No,1996,HTV,BS20 0JT,BS20,59.48,141.42,0,105.36,16.48,17.95,0,106.41,0,3.49,39.96,2,Female,South West,64.55,27.97,41.03,84.57
6125,2,41-45,Divorced/Separated,Professional,Business Manager,Own Home,"<12,500, >=10,000",No,Yes,1983,Carlton,HA2 0JP,HA2,0,0,0,0,0,30.98,289.72,89.43,0,1.49,0,2,Female,South East,0,68.6,68.36,128.06
6127,Zero,26-30,Single/Never Married,Professional,Unknown,Rent from Council/HA,"<15,000, >=12,500",No,No,1996,Carlton,SL3 8TS,SL3,19.99,112.45,0,66.47,0,215.29,0,61.96,35.49,11.96,14.99,2,Female,South East,39.78,56.62,63.2,162.44
6128,Zero,26-30,Partner,Other,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1995,HTV,BA16 9PX,BA16,17.99,99.46,24.99,35.97,61.94,0,0,80.94,0,0,0,2,Female,South West,48.07,13.49,29.81,132.01
6129,Zero,65-70,Widowed,Retired,Unknown,Own Home,"<15,000, >=12,500",No,No,1995,Tyne Tees,HG3 1PD,HG3,0,0,0,0,0,0,0,0,1,9.99,0,2,Male,Unknown,0,1.83,0.17,25.93
6130,1,41-45,Single/Never Married,Housewife,Unknown,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1987,Ulster,BT28 1DX,BT28,0,107.42,0,23.42,23.99,38.95,0,101.37,1,3.72,0,2,Female,Northern Ireland,30.97,24.17,31.46,106.06
6131,1,36-40,Widowed,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1992,Central,M4 6PG,M4,86.45,59.98,124.46,103.44,32.97,27.42,99.51,59.48,0,0,0,2,Female,North West,81.46,31.07,53.8,159.01
6132,Zero,45-50,Partner,Manual Worker,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1998,Meridian,L16 3QL,L16,19.99,413.35,0,433.83,0,77.93,0,194.36,0,3.99,0,2,Male,North West,173.43,46.05,117.69,343.42
6133,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<20,000, >=17,500",No,No,1996,Meridian,SP3 6SR,SP3,52.47,19.49,74.46,61.48,19.99,65.39,0,44.94,0,3,8.48,2,Female,South West,45.58,20.3,31.97,98.48
6134,2,36-40,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1989,Granada,PR8 2RS,PR8,54.46,0,0,21,2.79,38.96,77.9,87.44,1,5.49,0,2,Female,North West,15.65,35.13,38.18,109.77
6135,1,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,Yes,1969,Scottish TV,KY12 9HD,KY12,107.9,0,59.47,0.01,48.97,91.44,54.95,76.95,17.98,9.99,13.99,2,Female,Scotland,43.27,44.22,48.38,136.2
6136,Zero,61-65,Partner,Retired,Housewife,Own Home,"<10,000, >= 8,000",No,No,1982,Meridian,M27 3AS,M27,0,0,0,82.96,0,83.9,0,39.48,0,67.89,0,2,Male,North West,16.59,31.88,34.39,68.36
6137,Zero,36-40,Single/Never Married,Secretarial/Admin,Unknown,Rent from Council/HA,"<22,500, >=20,000",No,No,1991,Carlton,EC1Y 0SJ,EC1Y,0,22.99,0,0.01,0,29.99,0,9.99,0,0,0,2,Female,South East,4.6,6.66,6.67,-69.23
6138,1,36-40,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1992,HTV,TA15 6UH,TA15,0,0,0,0,0,11.99,80.44,0,0,0,0,2,Male,South West,0,15.41,15.41,49.18
6141,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1944,HTV,LL57 3NL,LL57,0,0,0,0,115.44,2.99,0,21.99,2,14.99,27.96,2,Male,Wales,23.09,11.66,23.74,124.5
6142,1,45-50,Partner,Secretarial/Admin,Retired,Own Home,"<25,000, >=22,500",No,No,1983,Meridian,SO21 3AJ,SO21,0,17.99,0,50.94,42.95,4.99,17.99,19.98,0,3.23,0,2,Female,South East,22.38,7.7,22.81,33.48
6143,1,31-35,Partner,Business Manager,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yes,No,1991,Yorkshire,WF5 8RB,WF5,0,0,37.48,173.44,0,31.48,0,0,24.49,0,0,1,Male,Unknown,42.18,9.33,38.24,81.05
6145,3,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1990,Grampian,AB39 2WE,AB39,0,0,0,25.49,21.47,71.46,0,6.98,0,4.99,21.99,2,Female,Scotland,9.39,17.57,20.9,33.79
6146,2,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1994,Tyne Tees,TS17 0PE,TS17,44.48,93.97,59.49,57.48,57.44,93.44,198.33,0,2.24,4.48,15.98,2,Female,North,62.57,52.41,68.16,122.32
6147,Zero,26-30,Partner,Other,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1992,Granada,LL13 7AN,LL13,39.97,86.47,29.99,131.44,82.46,29.99,0,73.81,39.48,0,0,1,Female,Wales,74.07,23.88,59.53,129.25
6148,2,36-40,Partner,Housewife,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1984,Unknown,CF14 1HF,CF14,0,1.54,9.49,34.96,11.98,6.52,21.48,11.98,18.49,0,0,2,Female,Unknown,11.59,9.75,17.57,35.68
6149,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1972,Yorkshire,HX2 8XP,HX2,0,0,0.01,20.49,0,8.98,0,0,29.99,15.97,0,2,Female,Unknown,4.1,9.16,9.91,44.06
6150,Zero,65-70,Single/Never Married,Retired,Unknown,Own Home,"<22,500, >=20,000",No,No,1992,Meridian,CT20 2PN,CT20,0,0,0,0,0,2.49,6.99,0,24.99,0,0,2,Male,South East,0,5.75,5.75,-0.71
6151,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1991,HTV,SA65 9HP,SA65,0,139.47,0,158.92,0,40.91,0,160.33,4.99,20.98,0,2,Male,Wales,59.68,37.87,60.86,248.51
6153,1,41-45,Partner,Professional,Professional,Own Home,">=35,000",Yes,No,1998,Carlton,SM6 8PF,SM6,0,82.47,0,75.95,0,56.97,39.96,0,0,0,0,2,Male,South East,31.68,16.16,28.81,98.21
6154,Zero,51-55,Partner,Housewife,Retired,Own Home,"<10,000, >= 8,000",No,No,1976,Scottish TV,G63 0DT,G63,171.88,0,84.49,14.99,95.41,0,0,0,0,0,0,2,Female,Scotland,73.35,0,18.4,151.56
6155,2,26-30,Partner,Business Manager,Housewife,Own Home,"<27,500, >=25,000",No,No,1997,Meridian,L13 9TB,L13,81.48,64.99,89.95,166.92,91.95,12.47,11.49,111.87,37.17,11.98,66.11,2,Male,North West,99.06,41.85,71.98,236.98
6156,Zero,51-55,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1956,Carlton,RM13 9AR,RM13,0,0,90.46,0,26.47,0,0,0,0,0,0,2,Female,South East,23.39,0,4.41,96.85
6157,1,45-50,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1981,Carlton,CM12 0BA,CM12,7.99,0,0,25.99,19.48,63.45,13.48,81.92,3,2.49,14.48,2,Female,South East,10.69,29.8,34.55,61.71
6158,Zero,51-55,Partner,Housewife,Retired,Own Home,"<12,500, >=10,000",No,No,1964,HTV,SA4 1XB,SA4,0,0,41.47,107.46,0,14.99,0,29.48,5,0,0,2,Female,Wales,29.79,8.25,26.16,61.45
6159,Zero,22-25,Partner,Secretarial/Admin,Other,Own Home,"<27,500, >=25,000",No,No,1997,Yorkshire,HX2 0NU,HX2,0,0,0,0,0,37.98,0,12.97,0,0,3.99,2,Female,Unknown,0,9.16,8.49,77.14
6160,1,26-30,Partner,Secretarial/Admin,Professional,Own Home,"<22,500, >=20,000",No,No,1997,Meridian,BN23 7SR,BN23,50.94,39.99,177.34,0,10.98,0,64.95,0,14.98,4.99,0,2,Female,South East,55.85,14.15,15.15,97.14
6162,Zero,55-60,Partner,Unknown,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1976,HTV,BA21 3HG,BA21,0,99.48,0,0,0,0,53.97,61.92,0,0,0,2,Female,South West,19.9,19.32,19.32,20.62
6163,2,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,Yes,1984,Grampian,AB44 1TN,AB44,25.98,25.99,73.43,218.89,89.95,129.41,20.49,102.92,17.98,5.73,0,2,Female,Scotland,86.85,46.09,96.61,303.36
6164,Zero,18-21,Single/Never Married,Manual Worker,Unknown,Live in Parental Hom,"<15,000, >=12,500",No,No,1992,Central,TF9 3HX,TF9,178.95,0,74.47,0,90.45,6.99,0,21.48,6.97,0,25.99,2,Female,West Midlands,68.77,10.24,20.98,98.44
6165,2,41-45,Partner,Business Manager,Business Manager,Own Home,">=35,000",No,No,1987,Scottish TV,G64 3PL,G64,27.48,363.34,44.98,205.26,9.99,47.89,385.16,261.27,2.5,45.41,146.87,2,Female,Scotland,130.21,148.18,152.01,380.47
6166,Zero,31-35,Single/Never Married,Business Manager,Unknown,Own Home,"<20,000, >=17,500",No,No,1993,Central,B62 9SX,B62,0,24.99,0,8.98,0,39.97,149.41,19.48,2.49,4.48,22.48,2,Female,West Midlands,6.79,39.72,36.72,111.59
6167,3,41-45,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1992,Ulster,BT42 1HZ,BT42,0,169.39,62.47,94.46,0,19.99,0,4.98,0,0,0,2,Female,Northern Ireland,65.26,4.16,19.91,73.09
6168,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",Yes,No,1957,Meridian,PO4 0EJ,PO4,0,0,54.46,28.98,0,0,0,50.96,0,0,0,2,Female,South East,16.69,8.49,13.32,31.2
6169,Zero,71+,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1966,Central,HP20 1PS,HP20,22.97,0,0,0,17.97,22.98,10.23,0,22.98,24.95,3.99,2,Female,South East,8.19,14.19,12.36,-11.79
6170,1,55-60,Partner,Retired,Retired,Own Home,"<27,500, >=25,000",No,No,1985,Meridian,M31 8GH,M31,43.97,70.46,104.92,125.92,28.46,36.44,11.99,58.95,26.47,0,44.46,2,Male,North West,74.75,29.72,48.04,142.13
6171,1,51-55,Partner,Housewife,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1980,Central,B91 2JJ,B91,0,0,49.48,0,30.96,0,25.99,0,0,0,0,2,Female,West Midlands,16.09,4.33,9.49,8.88
6172,Zero,51-55,Divorced/Separated,Professional,Retired,Own Home,"<20,000, >=17,500",No,No,1997,Granada,LL12 7TQ,LL12,0,0.01,0,73.97,0,0,0,62.95,1,0,0,2,Female,Wales,14.8,10.66,22.99,106.14
6173,2,26-30,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1998,Anglia,PE6 8EW,PE6,0,0,0,0,0,0,0,51.96,0,0,0,2,Female,East Anglia,0,8.66,8.66,51.9
6174,Zero,45-50,Partner,Unknown,Manual Worker,Own Home,"<17,500, >=15,000",Yes,Yes,1986,Carlton,L11 2LF,L11,0,28.98,0,0,10.98,0,0,4.99,0,0,0,2,Male,North West,7.99,0.83,2.66,7.78
6175,Zero,51-55,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",No,No,1998,Carlton,KT12 2QE,KT12,0,28.97,138.95,52.46,18.99,30.97,0,0.54,0,14.99,0,2,Female,South East,47.87,7.75,17.16,86.92
6176,2,36-40,Partner,Business Manager,Housewife,Own Home,">=35,000",No,No,1993,Carlton,EN8 8UD,EN8,0,0,0,0,0,21.46,0,0,0,0,0,2,Male,South East,0,3.58,3.58,46.22
6177,2,26-30,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1995,Granada,M28 7WA,M28,0,29.99,56.44,154.27,94.85,77.94,61.94,63.45,13.97,19.48,31.46,2,Female,North West,67.11,44.71,77.74,146.72
6178,Zero,51-55,Partner,Professional,Retired,Own Home,">=35,000",No,No,1974,Carlton,WD6 3LZ,WD6,0,0,0,53.98,0,44.97,0,0,3.99,0,0,2,Male,South East,10.8,8.16,17.16,31.11
6179,Zero,45-50,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1987,Carlton,CM13 3QL,CM13,29.99,26.97,39.99,25.99,44.49,38.49,0,0,7.48,15.48,9.49,2,Female,South East,33.49,11.82,19.41,51.3
6180,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1959,HTV,BA14 6HD,BA14,0,149.46,0,63.9,0,59.39,0,80.43,0,0,108.92,1,Female,South West,42.67,41.46,33.95,96.78
6181,1,41-45,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1976,Central,NG5 8FL,NG5,0,30,0,69.46,29.27,0.01,56.26,37.47,4,0,0,2,Female,East Midlands,25.75,16.29,32.75,23.25
6182,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1996,Meridian,PR8 4RP,PR8,0,0,0,0,0,0,0,51.47,0,0,0,2,Female,North West,0,8.58,8.58,42.87
6183,2,26-30,Partner,Housewife,Unknown,Own Home,"<20,000, >=17,500",Yes,Yes,1996,Yorkshire,HD7 3LZ,HD7,0,48.94,19.98,185.38,0,46.45,0,32.46,9.73,33.46,4.49,2,Female,Unknown,50.86,21.1,45.67,121.98
6184,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1989,Anglia,PE37 7RY,PE37,0,17.99,46.96,20.45,0,0,0,50.45,0,2.24,0,2,Female,East Anglia,17.08,8.78,11.82,32.91
6185,Zero,55-60,Partner,Housewife,Retired,Own Home,"< 8,000, >= 4,000",No,No,1978,Granada,L35 5EJ,L35,0,0,149.97,29.99,72.43,0,0,0,0,0,0,2,Female,North West,50.48,0,17.07,69.17
6186,1,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,"<27,500, >=25,000",No,No,1977,Granada,L39 6RG,L39,71.96,29.99,123.95,65.97,107.37,141.41,141.43,211.31,3,10.2,1.49,2,Female,North West,79.85,84.81,111.75,272.04
6187,2,45-50,Partner,Professional,Housewife,Own Home,"<30,000, >=27,500",No,No,1971,Central,DE56 2FN,DE56,0,99.96,0,327.84,0,72.95,0,98.95,3,30.93,4.49,1,Male,East Midlands,85.56,35.05,83.79,252.16
6188,Zero,45-50,Partner,Professional,Professional,Own Home,">=35,000",Yes,No,1996,Meridian,M10 4HQ,M10,0,0,0,0,6.49,0,0,32.97,0,0,0,2,Female,North West,1.3,5.5,6.58,69.37
6190,Zero,55-60,Partner,Professional,Housewife,Own Home,"<30,000, >=27,500",No,Yes,1978,Anglia,NR34 9NU,NR34,0,0.51,0,11.49,0,0,3.48,0,0,0,0,2,Male,East Anglia,2.4,0.58,2.5,29.18
6191,2,36-40,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1989,Meridian,BN22 0UH,BN22,9.99,15.99,19.99,309.38,13.98,115.91,15.99,39.48,0,18.97,52.45,2,Male,South East,73.87,40.47,82.46,171.86
6192,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1998,Central,NG15 6TA,NG15,0,24.49,0,25.99,0,0,0,35.97,0,0,0,2,Male,East Midlands,10.1,6,10.33,51.99
6193,Zero,71+,Partner,Housewife,Retired,Own Home,"<30,000, >=27,500",No,No,1996,Central,NG23 7NS,NG23,0,0,0,90.97,0,0,21.48,0,3,0,0,2,Female,East Midlands,18.19,4.08,19.24,12.73
6194,Zero,51-55,Partner,Business Manager,Manual Worker,Own Home,">=35,000",No,No,1971,Yorkshire,PE12 6DB,PE12,30.99,74.98,104.97,135.94,20.48,148.92,67.96,63.82,39.45,9.48,55.98,2,Female,East Midlands,73.47,64.27,79.43,224.23
6195,Zero,61-65,Partner,Retired,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1997,Anglia,IP14 5BB,IP14,0,0,127.91,113.45,35.98,0,0,13.99,0,0,0,2,Male,East Anglia,55.47,2.33,27.24,85.72
6196,Zero,26-30,Single/Never Married,Secretarial/Admin,Unknown,Rent from Council/HA,"<17,500, >=15,000",No,No,1994,Carlton,SW9 7SQ,SW9,0,0,0,0.01,0,11.49,0,0,0,0,0,2,Female,South East,0,1.92,1.92,-9.62
6197,3,45-50,Partner,Professional,Retired,Own Home,"<25,000, >=22,500",No,No,1980,Central,B14 6AG,B14,0,0,0,0,0,29.98,93.42,0,14.48,0,0,2,Female,West Midlands,0,22.98,22.98,-0.25
6198,2,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1992,Central,LE7 9QE,LE7,0,0,0,0,0,0,0,23.48,9.99,0,0,2,Female,East Midlands,0,5.58,5.58,-16.56
6199,Zero,55-60,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1976,Meridian,L40 2LU,L40,9.99,0,0,17.99,0,0,0,23.99,14.99,0,0,2,Female,North West,5.6,6.5,9.5,32.53
6200,Zero,45-50,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",Yes,Yes,1991,Central,ST7 2SH,ST7,0,90.47,0,195.86,0,28.99,10.99,4.47,6.48,0,0,2,Female,West Midlands,57.27,8.49,41.13,102.56
6201,Zero,51-55,Partner,Housewife,Retired,Own Home,"<15,000, >=12,500",No,No,1978,Yorkshire,WF1 5HA,WF1,0,48.94,0,50.48,0,17.48,0,11.99,0,0,0,2,Female,Unknown,19.88,4.91,13.33,103.65
6202,Zero,61-65,Partner,Other,Manual Worker,Own Home,"<27,500, >=25,000",No,Yes,1976,HTV,NP44 2PE,NP44,0,44.47,0,31.98,0,21.48,0,0.04,0,0,0,2,Female,Wales,15.29,3.59,8.92,56.22
6203,Zero,51-55,Partner,Unknown,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1986,Yorkshire,S43 2DW,S43,0,55.98,0,17.99,0,0,0,82.45,0,0,0,2,Female,East Midlands,14.79,13.74,16.74,49.14
6204,Zero,51-55,Partner,Unknown,Business Manager,Own Home,"<20,000, >=17,500",No,No,1989,Meridian,L19 1JX,L19,0,29.99,0,0,0,0,0,0,0,0,0,2,Female,North West,6,0,0,-22.73
6205,Zero,41-45,Partner,Business Manager,Business Manager,Own Home,"<12,500, >=10,000",No,No,1974,Grampian,KW14 8UJ,KW14,4.99,174.97,49.98,94.45,34.99,9.98,0,74.39,4.49,0,33.47,2,Female,Scotland,71.88,20.39,36.38,96.83
6206,Zero,51-55,Partner,Other,Business Manager,Own Home,"<27,500, >=25,000",No,No,1969,Anglia,PE15 9ST,PE15,0,0,0,0,0,0,0,0,0,0,0,2,Female,East Anglia,0,0,0,40.73
6208,Zero,61-65,Partner,Housewife,Unknown,Own Home,">=35,000",No,No,1981,Carlton,TW15 2JF,TW15,0,64.99,0,0,0,0,0,0,0,0,0,2,Female,South East,13,0,0,17.67
6209,Zero,18-21,Single/Never Married,Professional,Unknown,Live in Parental Hom,"<12,500, >=10,000",No,No,1976,Unknown,NP20 7AJ,NP20,10.99,0,9.49,0,24.93,0,0,11.99,0,0,0,2,Female,Unknown,9.08,2,6.15,0.83
6210,1,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1997,Yorkshire,HD8 8JX,HD8,0,55.98,0,19.99,0.51,12.46,13.49,59.45,0,9.99,0,2,Female,Unknown,15.3,15.9,17.65,62.14
6211,Zero,51-55,Partner,Housewife,Business Manager,Own Home,"<30,000, >=27,500",No,Yes,1978,Anglia,CB8 7DL,CB8,151.43,0,29.99,0,0,0,0,0,11.46,0,0,2,Female,East Anglia,36.28,1.91,1.91,61.57
6212,Zero,51-55,Partner,Professional,Retired,Own Home,"<30,000, >=27,500",No,No,1988,Central,CV21 4DD,CV21,0,0,0,39.98,0,0,0,0,0,0,0,2,Male,West Midlands,8,0,6.66,46.37
6213,Zero,26-30,Partner,Secretarial/Admin,Unknown,Own Home,">=35,000",No,Yes,1997,Carlton,RM15 6XA,RM15,0,0,0,37.98,0,8.98,0,29.49,2,0,0,2,Female,South East,7.6,6.75,13.08,-19.49
6215,Zero,55-60,Widowed,Manual Worker,Unknown,Own Home,"<20,000, >=17,500",No,No,1975,Border,CA14 3RA,CA14,0,0,0,0,0,0,4.99,0,0,0,0,2,Male,North,0,0.83,0.83,0.94
6216,Zero,31-35,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1970,Carlton,GU3 2JJ,GU3,229.91,168.96,13.45,62.46,23.46,143.37,0,175.3,31.98,3.49,19.98,1,Female,South East,99.65,62.35,72.76,232.19
6217,2,36-40,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1986,Anglia,IP24 1LF,IP24,35,0,34.99,0,39.94,2.99,0,25.99,0,0,0,2,Female,East Anglia,21.99,4.83,11.49,31.61
6218,Zero,61-65,Partner,Retired,Retired,Rent from Council/HA,"< 4,000",No,No,1960,Central,DE11 7DH,DE11,0,24.99,0,0,0,32.47,0,77.95,0,2.24,0,2,Female,East Midlands,5,18.78,18.4,46.14
6219,3,31-35,Partner,Professional,Other,Own Home,"<27,500, >=25,000",No,No,1995,Central,M4 6PB,M4,15.99,29.99,59.48,0,0,0,0,43.48,0,0,0,2,Female,North West,21.09,7.25,7.25,20.39
6220,1,51-55,Partner,Housewife,Professional,Own Home,"<30,000, >=27,500",Yes,No,1989,Granada,WA3 6UG,WA3,34.99,0,74.47,92.44,39.99,11.49,13.49,77.45,0,5.99,0,2,Female,North West,48.38,18.07,39.14,97.97
6221,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,">=35,000",Yes,No,1986,Carlton,NW1 0DJ,NW1,30.98,155.44,93.95,178.92,0,70.93,0,10.97,3.49,0,0,2,Male,South East,91.86,14.23,44.05,148.88
6222,Zero,71+,Partner,Retired,Retired,Own Home,Unknown,No,No,1994,Central,WR12 7HF,WR12,0,0,0,374.83,0,129.53,0,66.95,2.99,47.15,91.92,2,Male,West Midlands,74.97,56.42,95.72,261.5
6224,Zero,51-55,Widowed,Housewife,Unknown,Own Home,"<12,500, >=10,000",No,No,1984,Meridian,PO14 4BZ,PO14,0,0,19.49,24,0,39.93,0,0.52,8.49,0,0,2,Female,South East,8.7,8.16,12.16,17.1
6225,1,51-55,Partner,Secretarial/Admin,Unknown,Own Home,"<20,000, >=17,500",No,Yes,1991,Carlton,HP14 4NX,HP14,44.49,151.94,158.93,129.91,42.47,94.91,77.91,21.48,24.47,36.91,0,2,Female,South East,105.55,42.61,65.19,185.27
6226,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1973,Scottish TV,G67 3LU,G67,0,19.99,39.99,0,0,0,0,21.49,4.49,0,0,2,Female,Scotland,12,4.33,4.33,-9.96
6227,2,36-40,Partner,Business Manager,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1988,Central,WS7 9BT,WS7,0,0,0,0,0,0,0,11.99,0,10.99,0,2,Male,West Midlands,0,3.83,2,20.42
6228,Zero,45-50,Single/Never Married,Professional,Unknown,Rent Privately,"<17,500, >=15,000",No,No,1974,Granada,M33 2DS,M33,79.38,105.44,224.29,322.24,221.91,147.83,11.99,561.54,18.47,51.93,162.39,2,Female,North West,190.65,159.03,214,569.37
6229,Zero,51-55,Partner,Professional,Professional,Own Home,">=35,000",No,No,1989,Carlton,NW7 1NH,NW7,202.94,0,0,0,29.47,0,0,0,0,0,0,1,Male,South East,46.48,0,4.91,22.59
6230,2,41-45,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Anglia,MK7 7HN,MK7,0,102.45,0,167.91,0,138.42,14.99,19.98,0,0,0,2,Female,South East,54.07,28.9,56.88,169.18
6231,Zero,31-35,Partner,Business Manager,Other,Own Home,"<30,000, >=27,500",No,No,1996,Meridian,L13 0ZG,L13,0,29.96,0,30.96,17.47,17.96,0,132.34,7.47,4.99,0,2,Male,North West,15.68,27.13,34.37,27.98
6232,Zero,26-30,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1993,Tyne Tees,NE32 5HZ,NE32,41.46,85.93,38.98,223.85,100.3,172.89,14.99,131.84,69.4,5.98,112.38,1,Female,North,98.1,84.58,118.88,298.16
6233,Zero,45-50,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<20,000, >=17,500",No,No,1994,Carlton,UB9 6EE,UB9,0,0.01,0,0,0,31.4,0,13.96,0,0,24.92,2,Female,South East,0,11.71,7.56,54.52
6234,Zero,31-35,Partner,Professional,Manual Worker,Own Home,">=35,000",No,No,1993,Central,ST14 8UE,ST14,0,0,27.99,0,0,0,0,0,0,0,0,2,Female,West Midlands,5.6,0,0,42.44
